full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Roman Petrovich Neustädter,33,572140800,1988/02/18,UEFA Nations League,2020/2021,Defender,Russia,13,13,0,Russia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6.92,13,13,0,0,0,-1,-1,-1,23
Roman Potočný,30,672537600,1991/04/25,UEFA Nations League,2020/2021,Forward,Czech Republic,14,14,0,Czech Republic,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,-1,-1,-1,13
Roman Yaremchuk,26,817430400,1995/11/27,UEFA Nations League,2020/2021,Forward,Ukraine,381,216,165,Ukraine,5,3,2,1,0,1,0,0,0,0,0,1,1,0,9,2,7,0,0,0.24,0,0.24,0,0.55,381,2.13,42,76,0,0,0,98,437,-1,4
Roman Yuzepchukh,24,869702400,1997/07/24,UEFA Nations League,2020/2021,Midfielder,Belarus,339,180,159,Belarus,4,2,2,1,1,0,1,0,1,0,0,2,2,0,4,0,4,1,0,0.53,0.27,0.27,0.5,0,339,1.06,85,85,339,339,0.27,73,40,-1,4
Roman Zobnin,27,760924800,1994/02/11,UEFA Nations League,2020/2021,Midfielder,Russia,439,270,169,Russia,5,3,2,0,0,0,2,2,0,0,0,1,1,0,7,2,5,2,0,0.41,0.41,0,0,0,0,1.44,63,88,220,220,0.41,459,19,-1,25
Romelu Lukaku,28,737251200,1993/05/13,UEFA Nations League,2020/2021,Forward,Belgium,540,270,270,Belgium,6,3,3,6,3,3,1,1,0,2,0,2,1,1,7,4,3,0,0,1.17,0.17,1,1,1,90,1.17,77,90,0,540,0,3,105,-1,1
Ronan Curtis,25,828057600,1996/03/29,UEFA Nations League,2020/2021,Forward,Republic of Ireland,101,86,15,Republic of Ireland,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,-1,-1,-1,7
Ross McCrorie,23,890179200,1998/03/18,UEFA Nations League,2020/2021,Defender,Scotland,0,0,0,Scotland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Rowen Muscat,30,676080000,1991/06/05,UEFA Nations League,2020/2021,Midfielder,Malta,5,0,5,Malta,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,18,5,5,0,0,0,-1,-1,-1,15
Roy Chipolina,38,411868800,1983/01/20,UEFA Nations League,2020/2021,Defender,Gibraltar,270,180,90,Gibraltar,3,2,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0.33,270,90,270,0,0.33,-1,-1,-1,19
Rron Broja,25,829008000,1996/04/09,UEFA Nations League,2020/2021,Midfielder,Kosovo,0,0,0,Kosovo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ruben Aguilar,28,735782400,1993/04/26,UEFA Nations League,2020/2021,Defender,France,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Rúben Diogo Da Silva Neves,24,858211200,1997/03/13,UEFA Nations League,2020/2021,Midfielder,Portugal,17,0,17,Portugal,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,-1,-1,-1,17
Ruben Gabrielsen,29,700185600,1992/03/10,UEFA Nations League,2020/2021,Defender,Norway,90,0,90,Norway,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,36
Rúben Santos Gato Alves Dias,24,863568000,1997/05/14,UEFA Nations League,2020/2021,Defender,Portugal,540,270,270,Portugal,6,3,3,2,0,2,0,0,0,0,0,3,1,2,3,1,2,1,0,0.33,0,0.33,0,0.67,270,0.5,180,90,540,0,0.17,50,263,38,2
Rúben Semedo,27,765417600,1994/04/04,UEFA Nations League,2020/2021,Defender,Portugal,90,0,90,Portugal,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,0,1,1,0,0,0,0,2,45,90,0,90,0,-1,-1,-1,10
Ruben Vargas,23,902275200,1998/08/05,UEFA Nations League,2020/2021,Forward,Switzerland,121,18,103,Switzerland,3,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1.49,61,40,0,0,0,-1,-1,-1,17
Rui Pedro dos Santos Patrício,33,571881600,1988/02/15,UEFA Nations League,2020/2021,Goalkeeper,Portugal,360,180,180,Portugal,4,2,2,0,0,0,0,0,0,0,0,2,1,1,3,1,2,0,0,0,0,0,0,0,0,0.75,120,90,0,0,0,225,260,73,8
Rui Tiago Dantas da Silva,27,760579200,1994/02/07,UEFA Nations League,2020/2021,Goalkeeper,Portugal,0,0,0,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Rúnar Alex Rúnarsson,26,793065600,1995/02/18,UEFA Nations League,2020/2021,Goalkeeper,Iceland,180,90,90,Iceland,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,1.5,60,90,0,0,0,-1,-1,-1,5
Rúnar Már Sigurjónsson,31,645667200,1990/06/18,UEFA Nations League,2020/2021,Midfielder,Iceland,221,159,62,Iceland,3,2,1,0,0,0,1,1,0,0,0,0,0,0,7,5,2,0,0,0.41,0.41,0,0,0,0,2.85,32,74,0,221,0,-1,-1,-1,9
Rune Jarstein,37,465264000,1984/09/29,UEFA Nations League,2020/2021,Goalkeeper,Norway,270,180,90,Norway,3,2,1,0,0,0,0,0,0,0,0,1,1,0,3,2,1,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,11
Ruslan Khadarkevich,28,740361600,1993/06/18,UEFA Nations League,2020/2021,Midfielder,Belarus,0,0,0,Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ruslan Malinovskiy,28,736473600,1993/05/04,UEFA Nations League,2020/2021,Midfielder,Ukraine,360,180,180,Ukraine,4,2,2,1,1,0,0,0,0,1,0,0,0,0,10,3,7,3,0,0.25,0,0.25,0.5,0,360,2.5,36,90,120,0,0.75,89,448,-1,2
Ryan Camenzuli,27,778982400,1994/09/08,UEFA Nations League,2020/2021,Midfielder,Malta,540,270,270,Malta,6,3,3,0,0,0,0,0,0,0,0,2,0,2,5,3,2,0,0,0,0,0,0,0,0,0.83,108,90,0,0,0,377,374,-1,20
Ryan Christie,26,793411200,1995/02/22,UEFA Nations League,2020/2021,Midfielder,Scotland,360,90,270,Scotland,4,1,3,2,1,1,0,0,0,2,0,0,0,0,4,1,3,1,0,0.5,0,0.5,1,0.33,180,1,90,90,360,0,0.25,32,428,-1,2
Ryan Fraser,27,762048000,1994/02/24,UEFA Nations League,2020/2021,Midfielder,Scotland,155,155,0,Scotland,2,2,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0.58,0,0.58,0.58,0,155,0,0,78,0,0,0,-1,-1,-1,3
Ryan Gravenberch,19,1021507200,2002/05/16,UEFA Nations League,2020/2021,Midfielder,Netherlands,0,0,0,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ryan Guno Babel,34,535334400,1986/12/19,UEFA Nations League,2020/2021,Forward,Netherlands,4,0,4,Netherlands,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,-1,15
Ryan Jack,29,699148800,1992/02/27,UEFA Nations League,2020/2021,Midfielder,Scotland,271,181,90,Scotland,4,3,1,0,0,0,0,0,0,0,0,2,2,0,2,1,1,1,0,0,0,0,0,0,0,0.66,136,68,271,0,0.33,410,431,-1,25
Ryan Manning,25,834710400,1996/06/14,UEFA Nations League,2020/2021,Midfielder,Republic of Ireland,86,86,0,Republic of Ireland,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,86,86,0,1.05,-1,-1,-1,5
Ryan McLaughlin,27,780883200,1994/09/30,UEFA Nations League,2020/2021,Defender,Northern Ireland,0,0,0,Northern Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ryan Porteous,22,920246400,1999/03/01,UEFA Nations League,2020/2021,Defender,Scotland,0,0,0,Scotland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Rəhman Hacıyev,28,743558400,1993/07/25,UEFA Nations League,2020/2021,Midfielder,Azerbaijan,48,19,29,Azerbaijan,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1.88,48,24,0,0,0,-1,-1,-1,15
Saba Lobzhanidze,26,787708800,1994/12/18,UEFA Nations League,2020/2021,Midfielder,Georgia,280,165,115,Georgia,5,2,3,0,0,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0.64,140,56,0,0,0,165,165,-1,24
Şahruddin Məhəmmədəliyev,27,771379200,1994/06/12,UEFA Nations League,2020/2021,Goalkeeper,Azerbaijan,270,180,90,Azerbaijan,3,2,1,0,0,0,0,0,0,0,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,90,270,0,0.33,-1,-1,-1,14
Salvatore Sirigu,34,537408000,1987/01/12,UEFA Nations League,2020/2021,Goalkeeper,Italy,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Samir Arab,27,764553600,1994/03/25,UEFA Nations League,2020/2021,Defender,Malta,0,0,0,Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Samir Ujkani,33,584064000,1988/07/05,UEFA Nations League,2020/2021,Goalkeeper,Kosovo,180,180,0,Kosovo,2,2,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,13
Samúel Friðjónsson,25,824947200,1996/02/22,UEFA Nations League,2020/2021,Midfielder,Iceland,0,0,0,Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Samuel Mráz,24,863481600,1997/05/13,UEFA Nations League,2020/2021,Forward,Slovakia,0,0,0,Slovakia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Sander Berge,23,887414400,1998/02/14,UEFA Nations League,2020/2021,Midfielder,Norway,270,270,0,Norway,3,3,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0.67,135,90,0,0,0,-1,-1,-1,23
Sandi Lovric,23,891043200,1998/03/28,UEFA Nations League,2020/2021,Midfielder,Slovenia,340,87,253,Austria,4,1,3,1,0,1,1,0,1,0,0,3,0,3,1,1,0,1,0,0.53,0.26,0.26,0,0.36,340,0.26,340,85,340,340,0.26,80,44,-1,3
Sandro Tonali,21,957744000,2000/05/08,UEFA Nations League,2020/2021,Midfielder,Italy,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Sandro Wolfinger,30,682992000,1991/08/24,UEFA Nations League,2020/2021,Midfielder,Liechtenstein,106,103,3,Liechtenstein,3,2,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0.85,106,35,106,0,0.85,-1,-1,-1,4
Santeri Hostikka,24,875577600,1997/09/30,UEFA Nations League,2020/2021,Defender,Finland,0,0,0,Finland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Sargis Adamyan,28,738115200,1993/05/23,UEFA Nations League,2020/2021,Forward,Armenia,89,0,89,Armenia,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1.01,0,1.01,0,1.01,89,1.01,89,89,0,0,0,-1,-1,-1,1
Saša Aleksander Živec,30,670550400,1991/04/02,UEFA Nations League,2020/2021,Midfielder,Slovenia,71,71,0,Slovenia,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,-1,-1,-1,17
Saša Balić,31,633571200,1990/01/29,UEFA Nations League,2020/2021,Defender,Montenegro,0,0,0,Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Sasa Kalajdzic,24,868233600,1997/07/07,UEFA Nations League,2020/2021,Midfielder,Austria,0,0,0,Austria,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Saša Lukić,25,839894400,1996/08/13,UEFA Nations League,2020/2021,Midfielder,Serbia,224,44,180,Serbia,3,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,0,0,0,0,0,0,0,1.21,75,75,112,0,0.8,-1,-1,-1,9
Saša Zdjelar,26,795657600,1995/03/20,UEFA Nations League,2020/2021,Defender,Serbia,0,0,0,Serbia,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Sauli Väisänen,27,770774400,1994/06/05,UEFA Nations League,2020/2021,Defender,Finland,0,0,0,Finland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Saulius Mikoliūnas,37,452304000,1984/05/02,UEFA Nations League,2020/2021,Midfielder,Lithuania,429,249,180,Lithuania,5,3,2,0,0,0,0,0,0,0,0,2,1,1,5,4,1,2,0,0,0,0,0,0,0,1.05,86,86,215,0,0.42,446,442,-1,23
Scott McKenna,25,847756800,1996/11/12,UEFA Nations League,2020/2021,Defender,Scotland,287,90,197,Scotland,4,1,3,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0.94,96,72,287,0,0.31,398,432,111,27
Scott McTominay,25,850003200,1996/12/08,UEFA Nations League,2020/2021,Midfielder,Scotland,450,270,180,England,5,3,2,0,0,0,0,0,0,0,0,2,2,0,3,1,2,0,0,0,0,0,0,0,0,0.6,150,90,0,0,0,433,427,-1,21
Scott Wiseman,35,503280000,1985/12/13,UEFA Nations League,2020/2021,Defender,Gibraltar,360,180,180,Gibraltar,4,2,2,0,0,0,0,0,0,0,0,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0.25,360,90,0,0,0,193,151,20,13
Sead Haksabanovic,22,925776000,1999/05/04,UEFA Nations League,2020/2021,Midfielder,Montenegro,540,270,270,Montenegro,6,3,3,0,0,0,3,2,1,0,0,5,2,3,2,2,0,0,0,0.5,0.5,0,0,0,0,0.33,270,90,0,180,0,266,12,-1,18
Sead Kolašinac,28,740534400,1993/06/20,UEFA Nations League,2020/2021,Defender,Bosnia-Herzegovina,308,44,264,Bosnia and Herzegovina,4,1,3,0,0,0,0,0,0,0,0,1,1,0,7,0,7,1,0,0,0,0,0,0,0,2.05,44,77,308,0,0.29,476,471,198,21
Séamus Coleman,33,592531200,1988/10/11,UEFA Nations League,2020/2021,Defender,Republic of Ireland,0,0,0,Republic of Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Sean Maguire,27,767750400,1994/05/01,UEFA Nations League,2020/2021,Forward,Republic of Ireland,74,21,53,Republic of Ireland,3,2,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,-1,-1,-1,18
Sebastiá Gómez Pérez,38,436492800,1983/11/01,UEFA Nations League,2020/2021,Forward,Andorra,0,0,0,Andorra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Sebastian Andersson,30,679536000,1991/07/15,UEFA Nations League,2020/2021,Forward,Sweden,0,0,0,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Sebastian Holmén,29,704505600,1992/04/29,UEFA Nations League,2020/2021,Defender,Sweden,0,0,0,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Sebastian Larsson,36,486864000,1985/06/06,UEFA Nations League,2020/2021,Midfielder,Sweden,256,160,96,Sweden,5,2,3,0,0,0,1,1,0,0,0,0,0,0,6,2,4,2,0,0.35,0.35,0,0,0,0,2.11,43,51,128,256,0.7,-1,-1,-1,21
Sebastian Szymański,22,926294400,1999/05/10,UEFA Nations League,2020/2021,Midfielder,Poland,206,60,146,Poland,4,1,3,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0.87,103,52,0,0,0,-1,-1,-1,17
Sebastian Walukiewicz,21,954892800,2000/04/05,UEFA Nations League,2020/2021,Defender,Poland,90,90,0,Poland,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,9
Sébastien Thill,27,757123200,1993/12/29,UEFA Nations League,2020/2021,Midfielder,Luxembourg,10,10,0,Luxembourg,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,-1,-1,-1,20
Seid Korac,20,1003536000,2001/10/20,UEFA Nations League,2020/2021,Defender,Luxembourg,0,0,0,Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Serge Gnabry,26,805680000,1995/07/14,UEFA Nations League,2020/2021,Forward,Germany,360,180,180,Germany,4,2,2,1,1,0,0,0,0,0,0,0,0,0,11,4,7,0,0,0.25,0,0.25,0.5,0,360,2.75,33,90,0,0,0,94,183,-1,3
Sergei Ignatovich,29,709776000,1992/06/29,UEFA Nations League,2020/2021,Goalkeeper,Belarus,0,0,0,Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Sergei Karpovich,27,764899200,1994/03/29,UEFA Nations League,2020/2021,Defender,Belarus,0,0,0,Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Sergei Khizhnichenko,30,679708800,1991/07/17,UEFA Nations League,2020/2021,Forward,Kazakhstan,40,21,19,Kazakhstan,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.25,40,13,0,0,0,-1,-1,-1,6
Sergei Zenjov,32,609033600,1989/04/20,UEFA Nations League,2020/2021,Forward,Estonia,213,71,142,Estonia,3,1,2,0,0,0,0,0,0,0,0,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0.85,107,71,213,0,0.42,-1,-1,-1,20
Sergej Milinković-Savić,26,793843200,1995/02/27,UEFA Nations League,2020/2021,Midfielder,Serbia,166,0,166,Serbia,3,0,3,1,0,1,0,0,0,0,0,0,0,0,3,0,3,0,0,0.54,0,0.54,0,0.54,166,1.63,55,55,0,0,0,-1,-1,-1,5
Sergey Krivtsov,30,668995200,1991/03/15,UEFA Nations League,2020/2021,Defender,Ukraine,180,90,90,Ukraine,2,1,1,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,2.5,36,90,0,0,0,-1,-1,-1,18
Sergey Petrov,30,662774400,1991/01/02,UEFA Nations League,2020/2021,Midfielder,Russia,0,0,0,Russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Sergi Roberto,29,697420800,1992/02/07,UEFA Nations League,2020/2021,Defender,Spain,187,90,97,Spain,3,1,2,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.48,187,62,0,0,0,-1,-1,-1,9
Sergio Busquets,33,585014400,1988/07/16,UEFA Nations League,2020/2021,Midfielder,Spain,399,180,219,Spain,5,2,3,0,0,0,1,1,0,0,0,1,1,0,5,2,3,0,0,0.23,0.23,0,0,0,0,1.13,80,80,0,399,0,288,71,-1,32
Sergio Canales,30,666662400,1991/02/16,UEFA Nations League,2020/2021,Midfielder,Spain,135,45,90,Spain,4,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,-1,-1,-1,14
Sérgio Miguel Relvas de Oliveira,29,707443200,1992/06/02,UEFA Nations League,2020/2021,Midfielder,Portugal,26,13,13,Portugal,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,-1,-1,-1,21
Sergio Moreno Marín,34,564796800,1987/11/25,UEFA Nations League,2020/2021,Forward,Andorra,7,5,2,Andorra,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,-1,-1,-1,8
Sergio Ramos,35,512524800,1986/03/30,UEFA Nations League,2020/2021,Defender,Spain,464,194,270,Spain,6,3,3,2,2,0,0,0,0,1,2,3,3,0,3,0,3,0,0,0.39,0,0.39,0.93,0,232,0.58,155,77,0,0,0,43,286,45,3
Sergio Reguilón Rodríguez,24,850694400,1996/12/16,UEFA Nations League,2020/2021,Defender,Spain,270,90,180,Spain,3,1,2,0,0,0,2,1,1,0,0,1,1,0,2,0,2,0,0,0.67,0.67,0,0,0,0,0.67,135,90,0,135,0,-1,-1,-1,22
Sergiu Cătălin Hanca,29,702345600,1992/04/04,UEFA Nations League,2020/2021,Defender,Romania,86,86,0,Romania,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,-1,-1,-1,30
Sergiu Florin Buș,29,720662400,1992/11/02,UEFA Nations League,2020/2021,Forward,Romania,0,0,0,Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Sergiu Plătică,30,676080000,1991/06/05,UEFA Nations League,2020/2021,Forward,Moldova,367,149,218,Moldova,5,2,3,0,0,0,0,0,0,0,0,0,0,0,9,5,4,2,0,0,0,0,0,0,0,2.21,41,73,184,0,0.49,305,301,-1,21
Sergiy Maliy,31,644544000,1990/06/05,UEFA Nations League,2020/2021,Defender,Kazakhstan,270,90,180,Kazakhstan,3,1,2,0,0,0,0,0,0,0,0,1,0,1,3,2,1,3,0,0,0,0,0,0,0,1,90,90,90,0,1,-1,-1,-1,19
Serhiy Sydorchuk,30,673142400,1991/05/02,UEFA Nations League,2020/2021,Midfielder,Ukraine,171,144,27,Ukraine,3,2,1,0,0,0,0,0,0,0,0,1,1,0,3,2,1,0,0,0,0,0,0,0,0,1.58,57,57,0,0,0,-1,-1,-1,19
Serkan Yusein,25,828230400,1996/03/31,UEFA Nations League,2020/2021,Midfielder,Bulgaria,0,0,0,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Serob Grigoryan,26,791856000,1995/02/04,UEFA Nations League,2020/2021,Defender,Armenia,136,25,111,Armenia,4,1,3,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,1.32,68,34,0,0,0,-1,-1,-1,22
Seyhan Yildiz,32,609897600,1989/04/30,UEFA Nations League,2020/2021,Defender,Liechtenstein,258,134,124,Liechtenstein,4,2,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,65,258,0,0.35,-1,-1,-1,20
Shane Duffy,29,694224000,1992/01/01,UEFA Nations League,2020/2021,Defender,Republic of Ireland,540,270,270,Republic of Ireland,6,3,3,1,0,1,0,0,0,0,0,2,2,0,4,1,3,1,0,0.17,0,0.17,0,0.33,540,0.67,135,90,540,0,0.17,137,323,64,1
Shane Ferguson,30,679276800,1991/07/12,UEFA Nations League,2020/2021,Midfielder,Northern Ireland,216,90,126,Northern Ireland,3,1,2,0,0,0,0,0,0,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,2.5,36,72,0,0,0,-1,-1,-1,12
Shane Long,34,538272000,1987/01/22,UEFA Nations League,2020/2021,Forward,Republic of Ireland,87,74,13,Republic of Ireland,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,-1,-1,-1,19
Shaun Dimech,20,997228800,2001/08/08,UEFA Nations League,2020/2021,Midfielder,Malta,7,7,0,Malta,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.86,0,12.86,12.86,0,7,0,0,4,0,0,0,-1,-1,-1,5
Shayne Lavery,23,913075200,1998/12/08,UEFA Nations League,2020/2021,Midfielder,Northern Ireland,13,13,0,Northern Ireland,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,-1,-1,-1,14
Sheran Yeini,34,534384000,1986/12/08,UEFA Nations League,2020/2021,Midfielder,Israel,214,168,46,Israel,3,2,1,0,0,0,0,0,0,0,0,1,1,0,4,2,2,0,0,0,0,0,0,0,0,1.68,54,71,0,0,0,-1,-1,-1,12
Sherif Kallaku,23,888710400,1998/03/01,UEFA Nations League,2020/2021,Midfielder,Albania,143,53,90,Albania,2,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.63,143,72,0,0,0,-1,-1,-1,11
Shon Zalman Weissman,25,824256000,1996/02/14,UEFA Nations League,2020/2021,Forward,Israel,238,189,49,Israel,6,3,3,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0.76,119,40,0,0,0,-1,-1,-1,14
